id,method,domain,n_qis,qi_dropped_rate,qi_exact_rate,qi_generalized_rate,qi_placeholder_rate,qi_specificity_score,utility_weighted_specificity
synth_0015,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0016,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0017,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0018,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0019,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0020,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0021,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0022,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0023,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0024,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0025,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0026,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0027,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0028,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0029,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0030,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0031,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0032,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0033,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0034,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0035,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0036,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0037,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0038,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0039,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0040,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0041,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0042,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0043,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0044,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0045,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0046,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0047,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0048,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0049,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0050,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0051,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0052,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0053,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0054,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0055,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0056,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0057,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0058,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0059,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0060,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0061,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0062,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0063,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0064,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0065,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0066,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0067,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0068,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0069,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0070,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0071,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0072,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0073,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0074,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0075,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0076,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0077,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0078,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0079,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0080,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0081,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0082,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0083,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0084,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0085,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0086,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0087,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0088,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0089,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0090,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0091,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0092,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0093,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0094,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0095,rbqig_b2,medical_admin,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0096,rbqig_b2,legal_intake,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0097,rbqig_b2,financial_support,6.0,0.0,0.0,0.333333,0.666667,0.383333,0.37
synth_0098,rbqig_b2,hr_workplace,7.0,0.0,0.0,0.285714,0.714286,0.364286,0.359091
synth_0099,rbqig_b2,education_support,5.0,0.0,0.0,0.4,0.6,0.41,0.391176
synth_0000,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0001,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0002,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0003,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0004,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0005,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0006,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0007,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0008,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0009,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0010,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0011,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0012,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0013,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0014,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0015,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0016,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0017,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0018,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0019,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0020,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0021,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0022,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0023,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0024,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0025,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0026,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0027,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0028,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0029,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0030,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0031,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0032,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0033,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0034,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0035,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0036,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0037,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0038,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0039,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0040,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0041,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0042,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0043,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0044,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0045,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0046,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0047,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0048,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0049,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0050,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0051,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0052,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0053,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0054,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0055,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0056,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0057,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0058,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0059,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0060,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0061,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0062,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0063,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0064,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0065,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0066,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0067,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0068,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0069,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0070,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0071,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0072,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0073,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0074,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0075,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0076,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0077,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0078,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0079,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0080,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0081,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0082,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0083,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0084,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0085,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0086,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0087,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0088,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0089,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0090,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0091,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0092,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0093,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0094,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0095,rbqig_b4,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0096,rbqig_b4,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0097,rbqig_b4,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0098,rbqig_b4,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0099,rbqig_b4,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0000,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0001,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0002,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0003,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0004,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0005,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0006,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0007,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0008,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0009,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0010,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0011,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0012,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0013,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0014,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0015,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0016,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0017,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0018,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0019,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0020,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0021,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0022,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0023,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0024,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0025,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0026,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0027,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0028,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0029,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0030,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0031,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0032,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0033,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0034,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0035,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0036,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0037,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0038,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0039,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0040,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0041,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0042,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0043,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0044,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0045,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0046,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0047,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0048,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0049,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0050,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0051,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0052,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0053,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0054,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0055,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0056,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0057,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0058,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0059,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0060,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0061,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0062,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0063,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0064,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0065,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0066,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0067,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0068,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0069,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0070,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0071,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0072,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0073,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0074,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0075,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0076,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0077,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0078,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0079,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0080,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0081,rbqig_b4_no_combo,legal_intake,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0082,rbqig_b4_no_combo,financial_support,6.0,0.0,0.0,0.5,0.5,0.45,0.43
synth_0083,rbqig_b4_no_combo,hr_workplace,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
synth_0084,rbqig_b4_no_combo,education_support,5.0,0.0,0.0,0.6,0.4,0.49,0.508824
synth_0085,rbqig_b4_no_combo,medical_admin,7.0,0.0,0.0,0.428571,0.571429,0.421429,0.413636
